chemial1	chemial2	score
2148	597	0.488488828
1014	8158	0.172995873
151012	151023	0.936277197
5280441	70095	0.608883488
7461	115245	0.174398924
8697	100528	0.119176504
94180	12284	0.06697108
8163	5246009	0.47229397
129397	283	0.930318576
129846	480764	0.62461434
724	20484	0.288210685
668	36247	0.62064316
61184	439552	0.929856212
8052	273	0.140439516
5253209	145068	0.651164088
58	137	0.526487125
9856500	11529	0.3153901
26613	2969	0.675509904
16064	1117	0.355467232
764	460	0.062162252
176907	10742	0.549592368
14257	460	0.917228662
2498	152323	0.350968858
18218246	18189	0.515864524
1081	107873	0.789970331
24642	127	0.56605945
121677	1125	0.001395739
8030	418041	0.312944111
1090	2498	0.090832095
7937	928	0.508196884
92865	26613	0.892811104
264	8914	0.49414073
152204	5601	0.749283292
160471	69867	0.114014251
4065033	107649	0.541699878
305	227	0.542798952
80642	18635	0.745252033
10932	193530	0.436575316
2752054	1051	0.907597852
107	15600	0.941540138
5284649	7965	0.118982926
957	2519	0.952157875
150914	11552	0.461441627
88299	4678	0.419697292
8180	500	0.641392594
2682	1088	0.443931883
18218182	17513	0.708832636
190	11361	0.416282406
8908	10634	0.203415794
4096934	150914	0.670011887
222786	92829	0.120083104
96373	8194	0.325123318
92258	464	0.465537328
12530	522556	0.662022236
487	189028	0.950862396
66520	587	0.700703164
107971	1146	0.165791816
92829	5192	0.317605753
13849	6549	0.316894806
5281693	193872	0.880791955
12736	700	0.696333936
1188	10442	0.654669353
7770	6584	0.381815828
49	417358	0.851689212
14403	519764	0.319775934
189028	119	0.555885581
5281377	586	0.577484873
8028	13130	0.545382331
7237	86	0.518290929
1148	5280459	0.975290763
323786	2024	0.546516755
1032	68499	0.560518577
1052	527	0.298139906
246164	123929	0.817323932
1188	6584	0.309457424
1670	21863	0.109058546
87076413	78168	0.269503544
12508	68310	0.577480707
122356	978	0.868590002
70	6584	0.589221269
28486	14257	0.126492728
43	5280445	0.870289083
332962	5280637	0.395134268
10394	11163	0.265829328
305	3634442	0.37532279
11039	359	0.578967322
1068	9378	0.908572774
675	7809	0.617199006
1183	14257	0.872462207
7393	78821	0.010624877
151152	454	0.743822034
440946	9813855	0.464786678
235009	8194	0.027045622
8051	7175	0.070161074
69698	778	0.643535388
7731	5312	0.074196828
53477741	6590	0.299395457
8175	17805101	0.20877285
115245	47	0.059103306
3776	2682	0.991587243
11736661	8003	0.085340128
10932	51	0.957723972
65076	75318	0.072850979
18218182	27902	0.513601548
11509	12284	0.092722255
7809	65124	0.69243004
979	807	0.209300762
370	1748	0.46372932
979	13185	0.064194929
943	7824	0.777628624
8028	7407	0.522716471
107848	1748	0.295221952
69160	6184	0.942529706
70095	99823	0.266217843
6781	4671	0.201985754
4096934	1146	0.984217911
1045	53297338	0.410698095
93078	6276	0.089864515
11361	122121	0.51155133
2733785	144	0.258756958
123543	6166	0.742445164
1146	69114	0.834622002
6590	65727	0.504511273
500	7797	0.556782601
263475	12284	0.981550551
11920	7500	0.913174973
9679	849	0.220040498
8164	849	0.547102586
90246	7749	0.681438931
23847	504	0.058332712
8314	65512	0.9411637
66520	5246012	0.609802443
8164	7410	0.543406018
152323	3848	0.18007484
7983	122356	0.794909556
10976	887	0.795194857
440993	1130	0.329973871
8175	370	0.85690698
12348	11736661	0.53261868
121677	122121	0.408240412
441447	12025	0.010053416
8103	23847	0.878951523
7461	20393	0.603917154
152416	5281708	0.290509605
136487	5192	0.791249566
1000	167627	0.433073023
92919	8052	0.811432821
19	5280637	0.319276596
65512	31260	0.983616436
342532	88454	0.872056873
15047	932	0.493375186
227	92997	0.123543125
65512	6561	0.512622308
122356	798	0.849387163
19	162976	0.895387616
888	8908	0.896712078
92843	10257	0.387103114
9813855	66520	0.835267362
157	5280805	0.886993497
520298	849	0.967772667
527	7965	0.985971881
4737557	65104	0.171346215
10931	7450	0.066671645
19310	259325	0.321465489
412	135	0.757185168
10797	6396	0.577881842
1748	1045	0.539392823
6568	836	0.399254882
878	117477	0.778151949
10976	64960	0.807506861
160645	931	0.588946631
1000	23535	0.691045604
613145	7725	0.830946473
118276	496	0.015848724
9378	15600	0.525229182
8078	68340	0.162738137
5280441	140765	0.197825113
10111	2094	0.920274444
64950	16592	0.894215998
92832	827	0.33940727
798	836	0.125207562
10805	454	0.68535195
160471	14340	0.695840607
12367	5971	0.80585999
1146	10253	0.380648711
4046492	68374	0.447232335
7731	151138	0.682389082
5002	439167	0.106679751
439167	402	0.967735795
7172	335	0.355935771
14124	8078	0.532987866
7967	64945	0.671017564
7463	1983	0.148362984
60983	122312	0.854341379
5281672	16478	0.751189425
6212	5281675	0.117419602
247	8815	0.435809115
5143	246164	0.777934255
107802	6348	0.22814071
10542	597	0.42905598
123543	79070	0.060698082
440810	26612	0.795353395
7393	7983	0.297998227
5281612	240	0.678897564
12665	996	0.288853626
92817	412	0.066886851
82640	928	0.264233224
4065033	28486	0.226884114
111	3032822	0.517075565
68499	11622	0.268094353
674	16663321	0.714656428
460	1146	0.129438981
19	70346	0.502960985
21488	3520	0.376558187
12391	1117	0.117214223
7500	780	0.53070319
7175	10349	0.191423593
69362	613145	0.994707047
160437	1669	0.691702119
6119	440993	0.085598832
92904	125	0.551936525
880	15380	0.909011807
18827	70694	0.897527433
78821	8175	0.945547494
5281612	1021	0.619763807
3845	5281855	0.073737627
14896	757	0.152239092
440949	4096934	0.22958265
10257	92997	0.674045713
457	8028	0.989728281
10634	100532	0.196221386
6228	5280445	0.695579359
124148	98468	0.214132655
413	72304	0.335591987
547	370	0.132803795
261	16064	0.050289955
12024	70630	0.228076346
65131	227	0.800790878
69217	1176	0.677168725
5281675	6569	0.019730884
102959	89437	0.074083906
7461	10296	0.907695502
329275	5284649	0.713466082
49	7991	0.434107461
19707	235009	0.66625829
515	12100	0.215864734
126	8030	0.546657156
9856500	29109	0.322983148
967	31291	0.535218685
1188	7770	0.396494928
12544	20748	0.001971035
5312	91	0.396123915
11142	12401	0.893707486
189087	487	0.537114346
332962	264	0.119535819
1178	1051	0.599859472
8051	1174	0.353290314
7847	332962	0.637354811
105068	784	0.432658401
5281607	7501	0.806454196
31253	3440	0.069889235
117477	31260	0.385813917
931	289	0.095213403
670	11970	0.762310437
176907	160637	0.918689901
1176	454064	0.129663517
5488186	3676	0.404014592
12232	5282160	0.927058156
131760	10686	0.866240524
259325	87691	0.408969844
7342	1102	0.750980757
332	1140	0.667191947
998	9903	0.968431586
88299	170748	0.687995084
9061	10442	0.125319002
12587	10253	0.323195797
1018	10393	0.49493656
700	1826	0.529833062
675	5317750	0.064634837
798	6344	0.551257673
1051	170748	0.117779181
83126	515	0.556324953
99463	6329	0.375185897
435949	80642	0.566984407
5699	681	0.080462384
1174	4096934	0.15886875
61020	7720	0.38092078
7618	252	0.754303147
131760	11902	0.945283644
31265	10819	0.523038469
417360	12025	0.584890703
16663321	11614	0.104517008
13187	8299	0.748073188
1018	14403	0.379122463
6180	91611	0.201719455
311	5280373	0.394989571
121948	167627	0.544186445
7824	5570	0.929906447
174	4065033	0.859330839
96	8030	0.66787436
1055	5281377	0.664206262
26613	1117	0.099744734
440810	8617	0.374547456
674	767	0.039985184
1174	379	0.802199474
11614	8103	0.208347523
811	71629	0.643299298
1169	2682	0.022658084
8058	65131	0.260200759
24526	2526	0.104804787
5280961	880	0.772148196
8857	180	0.363117115
3676	6213	0.231189812
263	7802	0.186246819
69217	43	0.225392436
480764	311	0.470536761
435718	751	0.361555004
119593	4060215	0.512140927
64945	98468	0.434001928
24415	88412	0.799041782
87076413	123886	0.413680213
31260	79070	0.997761713
169485	175	0.09299185
2969	129397	0.283681753
668	45479248	0.821116746
160471	4678	0.922467459
418041	98	0.383412689
6341	7866	0.588361137
3676	668	0.264208958
115245	8207	0.76284296
107802	10931	0.172917371
8221	65131	0.137126802
4091	496	0.060761834
6180	12391	0.81609422
20393	65095	0.08315325
440783	78821	0.042544251
586	774	0.560151893
1169	162976	0.014022023
92258	185914	0.976297872
280	12348	0.627623912
79089	181511	0.201989272
1021	8158	0.82708865
2752054	1183	0.367837964
62385	5280445	0.709955986
6228	3744	0.035757102
5281647	11902	0.362107658
332	64981	0.917812822
78798	3634442	0.763856336
359	435718	0.107251081
323786	122121	0.613558635
193872	134	0.833775952
417358	359	0.333136629
17513	7909	0.433996625
69867	1066	0.376684518
92865	1021	0.829992997
7929	5281675	0.423468349
342	7461	0.936863722
196	2969	0.117616269
127	878	0.501937779
65373	5002	0.373651034
6342	352038	0.930328601
64950	26049	0.489452797
587	94216	0.505976986
8314	98207	0.777616963
2752054	53297338	0.755338451
530422	122166	0.779522114
1135	22556	0.352278854
72924	9903	0.193879849
3421919	10413	0.330128939
7420	12681285	0.032649798
3634442	175	0.155825334
62385	31272	0.071350833
1254	73399	0.608182908
23284	932	0.423074461
12232	10258	0.952652739
1018	8163	0.592986166
160437	3081033	0.012233872
454064	69867	0.633759455
2181	5259589	0.176598723
1669	1145	0.671145107
997	262	0.35005699
12702257	417360	0.716083428
10393	150914	0.066576223
70639	5488186	0.42679517
2080	1256	0.218346908
283	180	0.623874691
7847	8207	0.235097201
99463	86609	0.741276096
339	69417	0.293369245
69867	4420322	0.693572922
7921	73212	0.114752454
1055	79070	0.5588075
1052	13204	0.060144055
11583	70	0.125801909
588	11463	0.270707271
5312	3672	0.507204096
222786	274	0.54575855
3032822	12187	0.565378216
24526	8028	0.078926841
65249	8299	0.000568498
595	4060215	0.816020378
849	6426901	0.730995154
827	31253	0.127613761
588	64969	0.859554478
12097	3520	0.465093639
5281377	979	0.443347321
1059	1090	0.102579123
97417	264	0.3419688
385	274	0.118625131
7501	12046	0.207745433
1018	10296	0.372537288
170748	185	0.556693765
449	964	0.721947899
8164	6325610	0.159304245
160437	185	0.376422815
15600	997	0.486304858
3421919	3614	0.025676642
31253	264	0.493426854
428	20534	0.295328134
16064	52925131	0.575262376
1132	519764	0.548225865
8163	8814	0.227891068
6569	10686	0.254503319
998	978	0.538307906
11361	92904	0.694645099
4065033	129846	0.438576967
439552	24642	0.706115598
122121	65072	0.090430471
61030	13204	0.275056866
7175	10257	0.80116273
10296	724	0.175095804
784	69160	0.755661992
774	12284	0.95421264
4671	440776	0.75176968
3082042	10634	0.352210698
26612	760	0.210129017
335	3634442	0.986646683
928	107848	0.304942599
134	24642	0.274086839
189087	1059	0.691378592
90246	65095	0.959785366
98207	2094	0.379942591
181511	5971	0.127305187
675	122312	0.15173315
1060	64950	0.064413947
18218182	92105	0.766186413
12097	92919	0.622772535
65373	11920	0.537610817
681	563	0.497021576
64945	18635	0.761880584
51	978	0.552532175
131760	8853	0.940529561
62434	8028	0.294104484
500	311	0.973524304
359	2752054	0.456344669
289	7824	0.720234863
69362	4671	0.109553795
903	757	0.169217698
3469	8082	0.567373548
62434	12180	0.080796799
261	338	0.069460583
5488822	12367	0.682638802
274	12097	0.741787624
15600	8163	0.002122013
670	7284	0.009780499
179	27902	0.012067024
13895	124148	0.866720659
496	8857	0.822951952
348154	11039	0.107542935
16663321	5192	0.636366747
26612	9856500	0.015675785
107873	2682	0.197936634
7770	11614	0.914677886
4682588	3621685	0.315033766
83939	1102	0.229342506
618	11583	0.435703667
450268	1169	0.350523997
10976	6453952	0.890614657
14896	7410	0.994478532
18218246	10686	0.90823373
160471	121948	0.34546575
546304	65512	0.738911827
9895	6723	0.632007989
96	176907	0.840778869
11222	446715	0.452084351
45479248	69421	0.571445037
9856500	100094	0.161619668
7965	204	0.756266898
8058	263475	0.397989108
18635	10972	0.919520841
446715	6426901	0.922622584
6342	5280666	0.481420053
8034	151492	0.810117631
500	12681285	0.30605853
11756	115245	0.079573686
17513	1050	0.822088406
1059	94180	0.788374669
91498	193872	0.285478158
90246	836	0.897909994
1015	7342	0.111450102
7800	441447	0.583362653
12206	5280378	0.474165387
31229	62434	0.497923255
20748	7965	0.972129771
7450	140709	0.536021701
1670	160663	0.921642932
115089	4075	0.741252045
160637	5255	0.377206404
283	547	0.945966264
1045	332	0.85624384
6054	31253	0.36227417
16663321	10465	0.98057735
64960	6276	0.339892453
94180	932	0.107687624
11747	887	0.691606325
10457	92832	0.679295703
179	144746	0.909524716
4099798	370	0.74273168
21863	7284	0.176990194
5281675	136810	0.784103919
227	7500	0.564021992
3614	7958	0.707884366
94180	3082042	0.908319234
3776	4075	0.911290186
18635	338	0.186250911
65131	15047	0.364298637
137	681	0.112743196
157	496	0.501665311
338	439207	0.83578371
670	27902	0.492760613
2094	8814	0.58492566
79041	27476	0.403079943
73318	80220	0.311684472
785	4075	0.807617832
80642	3744	0.546442844
123979	1015	0.629037449
135	151012	0.543609696
28486	131760	0.009918768
332	11614	0.272186571
96757	10972	0.93661053
107971	8034	0.032805257
10465	53297338	0.54554601
69421	151014	0.456304365
51	123979	0.519980357
10393	8853	0.627555305
847	105143	0.620484815
16064	145068	0.030500016
31260	169148	0.133113943
8815	460	0.236874374
943	811	0.983805791
8052	760	0.797972519
764	47579	0.980606748
150996	464	0.54320151
5280442	196	0.011861907
454064	24020	0.148481729
157	3081033	0.813127675
12100	7361	0.858314867
7991	92829	0.947970408
144	102030	0.067650788
102960	68340	0.850361699
11160	1169	0.912915495
849	2758	0.554563913
2682	450268	0.476671293
4060215	5255	0.098890388
11736661	18686	0.065790055
5280805	979	0.675153064
11622	1174	0.4373547
12297	64950	0.435928054
13130	417575	0.643912585
7361	152314	0.308315725
515	10542	0.438926755
101122	6228	0.22119264
151014	418041	0.201179152
435718	439270	0.305009838
6560	129397	0.165199459
5312	8892	0.496791417
65124	247	0.544521233
943	441447	0.497009511
69421	79718	0.915852933
5281612	21488	0.533611428
65095	117477	0.334449434
5280378	439207	0.647832796
65072	178	0.189139392
20484	12024	0.06250523
95433	20534	0.472891632
193872	263	0.739320515
98	867	0.011808989
69362	753	0.415890563
69160	135	0.786597024
157	53477741	0.833194548
14340	16064	0.857561576
1049	53477741	0.037773943
750	99823	0.050093139
875	3634442	0.555007542
1050	3014237	0.068045462
181976	167627	0.079848123
100528	4788	0.137412263
123694	283	0.284840409
3520	16592	0.460723939
6238	31291	0.49936253
17085	978	0.754185444
970	47579	0.588983738
9895	127	0.480277692
24642	5699	0.906460054
129846	162976	0.889950476
5143	5281855	0.431666559
7450	134	0.472560452
136810	12046	0.82702544
100528	7895	0.353649308
177	152323	0.306560473
5280459	92904	0.979935603
68310	11920	0.507104073
4046492	24874	0.725042868
227	10442	0.343787469
5282160	4671	0.149297194
145068	151023	0.165985473
26840	2682	0.660811766
123689	65154	0.450550991
69698	1055	0.290213462
8815	64960	0.028858748
131760	9958	0.036026592
68499	928	0.572329076
53477741	4657542	0.910380293
412	8163	0.5802032
774	1117	0.865137578
151152	522556	0.108260412
673	743	0.003044732
14896	181511	0.799237512
7847	176907	0.110432197
457	813	0.54989758
31272	7172	0.782536251
168379	189028	0.355751164
8051	171161	0.251043431
91498	5253209	0.825061551
176907	2181	0.409318759
5610	8163	0.525805705
65065	8028	0.452352726
9679	60983	0.157307702
7361	70630	0.695786518
18218182	92997	0.940508058
45479248	193530	0.851221489
441	7519	0.890498893
348154	78798	0.931915702
65072	8163	0.532238161
356	3032822	0.117504557
8028	10742	0.30755715
12391	1145	0.555105984
3014237	5601	0.831501008
3893	435728	0.806718667
9061	588	0.017373838
849	73399	0.59174277
79070	441447	0.180836223
65154	129397	0.644284113
10430	5753	0.181078096
1146	1018	0.088259111
6184	98468	0.784740428
16663321	18189	0.419974095
903	119593	0.400987101
95433	332962	0.806993393
7997	69698	0.303738129
18218182	13130	0.793915436
83697	10459	0.252502477
417360	439606	0.403061268
20534	244	0.932073815
10805	1045	0.262382627
10494	4096934	0.526619159
23847	8164	0.247676844
70639	957	0.950163876
13187	1055	0.36049742
65104	10742	0.022612015
1090	5246012	0.428519294
11230	10430	0.895501886
7731	16478	0.314789642
864	408	0.026756696
121948	10542	0.603753779
17085	47	0.535075924
12025	160645	0.665875625
92258	160663	0.299033478
604	5280805	0.982337827
227	68374	0.608741772
970	6341	0.689810741
11671	6276	0.160181984
105068	439264	0.998150093
10703	11005	0.79339802
193872	91611	0.282159259
152323	72304	0.714664942
62385	189028	0.58575264
10805	428	0.800201242
8299	7967	0.850370926
1125	3520	0.337479867
26049	70095	0.614599566
440946	6329	0.819603392
1060	446715	0.747651762
6325610	10393	0.609406632
26613	3081084	0.340746421
597	185914	0.675700808
14896	10542	0.936114706
5143	7965	0.333216794
79101	978	0.747098111
61020	185914	0.423651429
14124	4687	0.285899845
69217	528708	0.703165395
18218240	440946	0.25753924
7172	102960	0.8078279
9895	261	0.376995242
23284	3776	0.636070411
348154	4065033	0.833679034
65512	169485	0.063836381
14986	7770	0.65737752
92904	122312	0.31703155
10413	7501	0.738417253
1054	7967	0.27994993
6166	439264	0.355235498
187	964	0.814263592
65249	1748	0.892818299
70095	1669	0.696718522
12284	86	0.215146554
1146	2024	0.993645888
11747	875	0.552907534
10459	235009	0.322859511
102959	8034	0.979051668
9831622	348154	0.922247296
530422	836	0.353352754
413	79041	0.163621482
7460	450268	0.946552005
5192	784	0.678861686
138	1088	0.247188406
10394	7362	0.599000092
504	7501	0.079228334
1005	5281612	0.732798769
70346	975	0.692369626
157	246728	0.693676685
61184	6342	0.255717438
75810	6325610	0.661683587
6213	92258	0.544092571
979	441447	0.349338258
261	151014	0.428976815
8130	21100	0.052227917
7824	83944	0.429496196
193872	970	0.343802882
160645	79041	0.977250645
5281675	7958	0.25867385
123886	14124	0.296687111
105143	151492	0.623756834
5282799	47579	0.812831922
440810	7342	0.783831391
5570	1051	0.613204522
90246	292427	0.970117327
88412	887	0.321128014
5280961	10349	0.596918344
86609	94216	0.266334318
105143	469	0.946758509
3081033	11671	0.073210544
10703	11387	0.821880284
4657542	469	0.140268969
47579	43	0.045748978
1669	144746	0.211914654
31289	20484	0.482729831
15047	1110	0.820113157
93556	7800	0.020625848
6590	126	0.30670364
546304	1983	0.157624083
440810	7407	0.546532047
83697	23284	0.725132643
402	500	0.775469595
69698	446715	0.405822852
16900	454	0.894179316
126	52925131	0.685473562
79101	222	0.876064204
957	72304	0.485151879
751	283	0.202135707
118276	1001	0.21231984
2498	681	0.54231679
123979	91451	0.780372969
997	4128305	0.436189779
311	5280805	0.21930131
778	1059	0.55711714
8182	1117	0.531358757
7847	91528	0.888254416
177	7618	0.538357909
6584	413	0.110551715
8164	66520	0.021937287
3440	11622	0.367832283
151223	91498	0.799912445
83697	21488	0.988357195
17085	7237	0.950841829
5202	670	0.932344085
867	332962	0.159768687
8082	70694	0.359002368
469	417360	0.185149863
724	10457	0.915082781
9378	176907	0.496727112
7237	49	0.103529608
5317750	122281	0.345114898
6590	743	0.278905108
10010	7237	0.48979144
73917	71629	0.513552238
52925131	96384	0.159011167
604	8082	0.219432452
11902	428	0.170746733
15816	873	0.080124569
11756	73917	0.358914438
178	6212	0.384572614
6590	305	0.621898118
189087	3621685	0.757935552
9950514	1198	0.53811583
185914	8207	0.381677905
68144	931	0.057670623
311	957	0.019377539
187	189087	0.704228971
5253209	5610	0.413714867
5281855	751	0.810022862
328	6549	0.049470945
724	428	0.87759886
7463	7284	0.11608713
24642	13849	0.928510129
4685	7921	0.90919363
1145	123543	0.939742327
3081084	521300	0.491435028
7361	588	0.806746315
546304	19	0.382738679
65065	7800	0.839495389
1738	8182	0.139418318
767	10931	0.340496383
52925131	546304	0.195476923
339	5002	0.801353997
7461	996	0.801650932
10805	83126	0.800581448
763	8163	0.153614487
6344	335	0.765430077
3639	16478	0.715143567
12232	91498	0.849453145
743	441	0.068180575
1662	1015	0.34302748
10256	18218246	0.754824035
11920	68374	0.162698312
563	1148	0.642471181
131760	12741	0.067150969
4788	13849	0.717008062
92918	3082042	0.923084864
1169	5280637	0.678466255
160663	17095	0.098576382
160663	19602	0.014121984
3421919	27476	0.240847352
7450	66282	0.469024579
89437	95433	0.969521261
1175	7341	0.235061466
138	179	0.354942759
867	8028	0.643860435
62385	169485	0.533122348
49	7461	0.381705151
1045	967	0.016748243
21863	2153	0.693170414
2094	14340	0.549669291
11039	9061	0.416435658
117477	13187	0.840766536
12401	6119	0.197410149
6590	107802	0.45138488
5280441	469	0.288229831
8697	160437	0.064013146
6736	65154	0.03863798
12293	73917	0.232701462
724	7824	0.277977316
82640	13895	0.731129147
9679	5280373	0.971673921
93556	1050	0.038471566
1059	170748	0.468388702
92829	65065	0.733935461
7237	26049	0.25816513
150929	9903	0.134415376
1066	1045	0.574192253
1738	23847	0.491565323
99463	152314	0.668567851
244	65154	0.315484309
522067	1669	0.048735206
144746	7720	0.438689411
764	7866	0.154562363
7731	10931	0.002511008
12122	122281	0.918173829
29109	259325	0.080732835
241	16064	0.192861395
9838356	12389	0.978042126
338	65104	0.925899993
774	4911	0.160979477
10805	1005	0.157752418
152323	5281675	0.41552451
1563	92751	0.645595567
1673	92865	0.811499328
329275	435718	0.335310224
152323	764	0.126981868
785	31265	0.346837849
119205	7797	0.043726954
3032822	13849	0.369176643
7408	244	0.886455075
11552	24874	0.373549356
379	9862	0.103366771
175	92919	0.509047652
13130	152323	0.47747568
92829	10457	0.436418319
102960	10010	0.068444069
1117	6569	0.92365616
4128305	9838356	0.640399271
12681285	199	0.154526103
124148	11230	0.448956346
11142	99463	0.207552051
1045	262	0.596661623
246728	1032	0.517859777
235009	111	0.069889627
6539217	764	0.038460856
5753	978	0.947948527
323786	5281612	0.13796896
94216	140709	0.239302678
5280637	123543	0.093943404
440946	586	0.694132693
8299	5280666	0.753273835
15816	3032822	0.054122574
7731	1563	0.247041179
152314	8180	0.934399677
7284	10111	0.941925185
79094	94235	0.762250507
8082	1135	0.999084766
10393	235009	0.908934434
31229	10394	0.816254785
10258	7413	0.576568192
8078	1068	0.033688144
26613	10010	0.940004553
7755	11124	0.97175235
19707	6590	0.445731265
312	9950514	0.876878896
151012	454	0.7734241
68374	778	0.9686628
70346	836	0.463706395
79437	417575	0.962915382
24874	9831622	0.373902292
5002	11361	0.964171296
3083779	19602	0.972821251
2266	23847	0.002081618
10972	181511	0.547427354
65072	8003	0.695812539
111	348154	0.652381563
12665	31246	0.92390537
6561	11508	0.120028638
144	10542	0.364577496
683	187808	0.518127373
4685	1178	0.932678104
69522	124148	0.088077461
31253	122166	0.329615767
878	931	0.375989865
8034	12748	0.577087164
24526	5312	0.423515326
168379	979	0.830223914
4046492	80642	0.166700999
244	7407	0.729066894
3469	5280442	0.527934969
241	68152	0.041460831
4678	227939	0.686348276
107848	14124	0.21872903
923	11005	0.768239259
12367	51	0.705378978
20534	547	0.937230092
78821	328	0.70039818
3893	7172	0.955574496
3776	8028	0.24041011
6184	4075	0.545160635
157	31229	0.622785638
5281855	3446	0.32042439
13187	94235	0.9542991
68340	96373	0.65017062
702	348154	0.725625318
7410	167627	0.225280251
790	6342	0.120708895
115089	26049	0.744549302
8030	151492	0.253926756
5284649	107	0.365604141
10703	10458	0.02739487
17805101	12266	0.153512322
45479248	2024	0.321220062
69421	328	0.594167885
227939	28486	0.456753858
1088	7408	0.411945674
7618	675	0.354997586
119	151012	0.642479294
359	440946	0.917174014
813	64945	0.645573627
487	187	0.90304182
12348	5280378	0.085392084
19707	7802	0.822895531
2266	79070	0.806903943
5192	1176	0.122906052
3032822	12748	0.014736447
10258	402	0.697440108
168379	446715	0.672061734
105068	440783	0.541524631
65373	4455	0.055943037
1150	17805101	0.098873193
8027	847	0.005937257
5281807	264	0.321677291
80220	356	0.057607229
11005	79094	0.865332638
712	16663321	0.585886693
6654	88454	0.169207203
450268	29109	0.365310748
70346	8103	0.297025126
14514	8030	0.380241762
53915061	88454	0.724732625
89472	5280445	0.676903685
5280637	107802	0.216139932
9958	1052	0.923165323
5202	7958	0.645455814
7362	78821	0.000100372
1130	199	0.718054561
522556	9679	0.683305334
8182	70630	0.267236204
1110	439552	0.020433631
10972	305	0.934316832
111299	115089	0.277043098
24020	587	0.363512943
12389	150996	0.241247529
9856500	12702257	0.713108275
8814	65065	0.352061106
712	936	0.28855871
127	1021	0.417489194
69362	8182	0.506695585
31260	1738	0.754567746
9061	2094	0.680176038
72304	92997	0.377695643
712	68152	0.104731297
943	11529	0.189002086
70694	90246	0.998905581
262	47	0.423924744
122281	931	0.48755603
129846	12741	0.553933096
10393	10703	0.970691347
92751	2752054	0.896195065
3952518	93078	0.907961974
179	751	0.038393079
3893	10972	0.086025896
19	11520	0.982153052
4657542	118276	0.352543578
1059	3081033	0.704861264
1256	31291	0.879579906
338	13357	0.969188397
5282799	8129	0.553601807
196	83939	0.244355815
289	140765	0.225995759
72	31229	0.68256223
7895	246164	0.592275015
674	1117	0.564087893
1117	96	0.448613243
12530	129846	0.54183208
178	10805	0.408865764
6736	92829	0.059794785
53297338	5281	0.228870716
292427	1669	0.119444058
547	586	0.374854729
1183	8314	0.263491515
12544	700	0.680792672
100048	289	0.878923101
5192	263	0.161864009
129846	65154	0.005016015
247	439606	0.393543871
2181	8141	0.27859157
147608	2758	0.900677435
998	97417	0.018298183
75810	3421919	0.539700573
1090	47579	0.986938816
7015703	6325610	0.060458311
439270	370	0.836800567
12025	152314	0.33649475
1005	6054	0.050745658
281	7809	0.110960033
836	28486	0.990690591
105143	187	0.753417507
150929	204	0.451513975
92832	123979	0.281697726
19602	20748	0.557341658
5280666	4455	0.391569287
1198	8892	0.973648894
7618	241	0.069438322
790	1017	0.596853877
125	979	0.615778401
12367	8314	0.7114634
328	1183	0.906362443
7407	12665	0.380128354
356	69726	0.477846967
10703	3893	0.025229863
7407	10256	0.903004214
9679	774	0.249037189
14124	496	0.206896572
356	4737557	0.478603488
5280666	122121	0.95365845
11552	92751	0.819928868
3776	887	0.575080293
244	4065033	0.959037381
3032822	6276	0.855942865
8314	53477741	0.217664241
11671	65131	0.088285059
3081084	88881	0.603928878
10932	5280445	0.064539278
12702257	3440	0.897526551
6213	12025	0.212741363
66520	4685	0.950868912
150914	47579	0.336783004
31272	27902	0.836254972
31272	3634442	0.339837118
20534	4171	0.199368194
173909	17525	0.181952548
10413	416721	0.724983715
1145	31253	0.610851699
12100	764	0.660340815
10542	65131	0.472845394
11671	5570	0.455793396
5281807	757	0.221224559
105143	4682588	0.108013118
58	1150	0.065589407
5246009	65076	0.390273382
150996	11387	0.040457109
5601	12297	0.727893533
613145	12587	0.05529924
5246009	187	0.876854359
864	520298	0.644791064
16900	79730	0.302596436
160637	4685	0.529457573
83126	239	0.963121781
408	70095	0.208540358
107	712	0.150567449
7895	7247	0.427803014
189087	7361	0.512796421
439606	1066	0.576214777
8908	14925	0.061673655
2153	7895	0.304094788
2153	464	0.145178971
80642	1254	0.927012447
7247	454	0.898187824
31246	807	0.366934791
7802	181976	0.625878459
8027	65095	0.691219935
934	8194	0.391429917
2148	6723	0.61684496
21863	892	0.122188762
119593	334517	0.971977764
12025	650	0.276681847
92865	3014237	0.080763125
6344	127	0.41379013
96757	11124	0.994014686
70346	8207	0.435361082
187	160471	0.24344981
105068	441447	0.435932829
8093	5002	0.184550538
4099798	122312	0.100586582
5253209	597	0.710671905
92105	7413	0.535085124
94216	8468	0.059502116
520298	73917	0.815382479
5601	8158	0.550845423
3081084	359	0.692387801
760	7284	0.084284306
122356	24020	0.758085034
65131	11160	0.378802231
4046492	140765	0.1058704
454	888	0.71954224
888	7991	0.618861234
650	10457	0.007888292
12389	175	0.462913658
64960	69417	0.680274121
69160	7770	0.668749151
3032822	86957	0.793892614
65065	12508	0.619215081
88881	12232	0.01106102
11920	92919	0.560840261
11463	168379	0.69055796
11266	56842207	0.653083222
9895	160663	0.730968142
13187	650	0.692404681
100528	7237	0.580477459
8468	1110	0.568351431
563	3952518	0.390272281
74426	61138	0.21757579
970	15380	0.401413304
790	31253	0.93729355
790	1669	0.598441561
11902	96757	0.805077459
14124	21488	0.968008073
2094	147608	0.745748931
26049	5255	0.052586832
